industry,year,gross_output_cp,va_cp,energy_cp,material_cp,number_employed,lab_quality,capital_stock_cp
12,2017,"5,01,642"," 1,74,656 ",7752,250547," 2,925 ",148.97," 3,87,685 "
13,2017,"5,24,907"," 1,30,168 ",18341,272369," 3,384 ",119.31," 2,81,618 "
14,2017,"9,02,849"," 2,37,432 ",67849,441312," 1,819 ",137.31," 5,19,837 "
15,2017,"3,45,700"," 74,961 ",8949,193368," 5,157 ",121.69," 2,16,191 "
16,2017,"7,74,782"," 2,72,650 ",152882,146407," 2,131 ",129.91," 32,04,132 "
17,2017,"26,47,705"," 9,64,306 ",79842,1014034," 54,379 ",115.70," 18,56,810 "
18,2017,"19,05,116"," 14,35,984 ",68847,78713," 51,613 ",125.37," 21,64,088 "
19,2017,"3,83,797"," 1,32,191 ",6281,168127," 9,246 ",121.54," 3,26,079 "
20,2017,"13,49,676"," 6,01,901 ",363197,142753," 23,524 ",124.43," 21,42,134 "
21,2017,"5,00,951"," 1,98,344 ",48698,229403," 1,853 ",125.88," 10,39,616 "
22,2017,"10,13,488"," 7,28,670 ",31143,56128," 5,363 ",116.75," 6,23,447 "
23,2017,"14,48,789"," 10,09,197 ",55551,41872," 13,375 ",114.74," 40,31,280 "
24,2017,"9,09,262"," 6,76,507 ",4271,32234," 8,025 ",124.79," 37,70,173 "
25,2017,"5,41,657"," 4,27,638 ",3722,30206," 17,843 ",117.37," 7,65,756 "
26,2017,"2,85,409"," 1,76,298 ",1599,107900," 6,120 ",129.52," 4,17,803 "
27,2017,"12,45,977"," 10,31,423 ",4289,101793," 23,124 ",134.53," 80,27,581 "
1,2018,"24,20,320"," 18,78,598 ",65619,280857," 1,98,228 ",112.55," 40,26,009 "
2,2018,"5,17,509"," 3,26,815 ",22023,95409," 2,035 ",165.09," 6,58,628 "
3,2018,"14,58,284"," 2,58,815 ",16907,828157," 9,444 ",133.50," 10,32,069 "
4,2018,"10,20,515"," 3,00,167 ",44470,529078," 12,419 ",126.78," 9,63,257 "
5,2018,"94,206"," 34,142 ",847,57704," 2,942 ",106.87," 72,763 "
6,2018,"1,95,700"," 57,677 ",16838,101950," 1,911 ",135.16," 3,48,360 "
7,2018,"12,57,539"," 1,52,615 ",20061,1127604, 218 ,127.62," 5,81,066 "
8,2018,"11,33,806"," 2,90,838 ",39406,648049," 2,362 ",163.82," 7,99,078 "
9,2018,"3,93,663"," 94,391 ",15190,205975," 1,342 ",132.97," 2,67,631 "
10,2018,"4,57,393"," 1,42,594 ",84589,142605," 4,116 ",137.61," 4,81,952 "
11,2018,"16,95,780"," 3,25,495 ",232543,853853," 5,268 ",135.11," 11,44,435 "
12,2018,"5,58,219"," 1,78,667 ",8336,283279," 3,123 ",152.61," 4,32,650 "
13,2018,"5,94,376"," 1,35,487 ",20360,312827," 3,542 ",119.74," 2,99,656 "
14,2018,"10,27,823"," 2,75,585 ",72995,491107," 1,835 ",137.31," 5,67,427 "
15,2018,"3,79,732"," 82,521 ",9102,210642," 5,733 ",121.89," 2,18,492 "
16,2018,"8,33,536"," 2,94,147 ",157677,160918," 2,032 ",130.29," 33,90,220 "
17,2018,"28,43,287"," 10,26,789 ",82480,1085600," 57,554 ",115.91," 21,36,202 "
18,2018,"20,78,974"," 15,63,237 ",70402,87737," 54,984 ",126.14," 24,68,596 "
19,2018,"4,22,501"," 1,44,544 ",6629,192270," 9,415 ",122.40," 3,66,421 "
20,2018,"14,22,396"," 6,33,762 ",354254,159265," 24,060 ",126.07," 23,67,340 "
21,2018,"5,14,158"," 1,97,215 ",48359,238462," 1,829 ",125.34," 12,88,632 "
22,2018,"10,55,342"," 7,58,170 ",32183,60995," 5,944 ",117.65," 6,43,564 "
23,2018,"16,76,115"," 11,28,039 ",68243,52782," 13,803 ",115.45," 43,88,041 "
24,2018,"9,63,003"," 7,22,773 ",4178,34092," 8,318 ",124.71," 40,22,615 "
25,2018,"6,00,976"," 4,73,036 ",3955,34790," 18,821 ",117.42," 8,70,210 "
26,2018,"3,04,716"," 1,90,073 ",1598,118985," 6,594 ",126.67," 4,67,784 "
27,2018,"12,87,994"," 10,67,607 ",4319,105828," 25,470 ",136.75," 82,89,292 "
1,2019,"25,35,071"," 19,82,303 ",70191,281297," 2,23,401 ",112.98," 41,73,324 "
2,2019,"5,21,658"," 3,21,766 ",22367,96681," 1,631 ",174.47," 6,77,004 "
3,2019,"14,28,581"," 2,48,281 ",17322,810206," 9,429 ",134.41," 10,91,069 "
4,2019,"10,14,953"," 2,93,936 ",44058,531456," 11,813 ",128.13," 10,02,260 "
5,2019,"1,00,942"," 36,599 ",909,69927," 3,062 ",107.71," 73,851 "
6,2019,"1,93,348"," 55,845 ",16683,103880," 1,818 ",134.99," 3,51,997 "
7,2019,"12,28,594"," 1,27,434 ",18314,1221814, 268 ,131.08," 6,26,528 "
8,2019,"11,40,952"," 2,96,421 ",40771,665788," 2,696 ",159.28," 8,61,774 "
9,2019,"3,93,974"," 92,134 ",15116,211650," 1,389 ",135.20," 2,91,357 "
10,2019,"4,54,609"," 1,49,207 ",85715,152425," 4,165 ",137.16," 5,05,769 "
11,2019,"17,61,587"," 3,22,677 ",228962,879012," 5,233 ",138.57," 11,44,557 "
12,2019,"5,37,395"," 1,66,608 ",8111,285462," 3,086 ",166.98," 4,81,985 "
13,2019,"5,95,972"," 1,32,193 ",20398,321757," 3,905 ",121.64," 3,20,411 "
14,2019,"10,08,096"," 2,63,925 ",73257,498733," 2,098 ",138.08," 6,21,996 "
15,2019,"3,55,140"," 76,032 ",8916,204164," 5,866 ",125.40," 2,21,068 "
16,2019,"8,55,759"," 3,00,675 ",157560,159552," 2,330 ",129.20," 35,36,539 "
17,2019,"28,90,359"," 10,38,680 ",85655,1147938," 61,125 ",115.85," 24,17,321 "
18,2019,"22,27,328"," 16,74,210 ",78758,95094," 63,883 ",127.08," 27,13,802 "
19,2019,"4,58,256"," 1,54,215 ",7407,204535," 9,608 ",124.27," 4,22,847 "
20,2019,"14,36,455"," 6,41,988 ",379488,161484," 25,139 ",126.90," 25,52,908 "
21,2019,"5,26,184"," 2,19,313 ",48027,234806," 1,657 ",126.45," 14,46,658 "
22,2019,"10,91,042"," 7,84,672 ",35056,66384," 6,122 ",117.78," 6,61,742 "
23,2019,"18,67,543"," 12,58,212 ",75987,59937," 14,089 ",115.45," 47,78,649 "
24,2019,"10,17,048"," 7,59,976 ",4600,36644," 8,620 ",123.32," 42,97,010 "
25,2019,"6,21,347"," 5,06,961 ",3801,32329," 19,104 ",116.52," 9,92,147 "
26,2019,"3,23,360"," 2,01,915 ",1838,130874," 6,574 ",127.17," 5,26,886 "
27,2019,"13,34,787"," 11,13,296 ",4439,108891," 23,742 ",139.35," 85,62,717 "
